job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,period,continent,company_name,company_size,location,remote_allow_percentage,employment_type,experience_level,education_level,top_skills,required_cloud_cert,open_source_contributions_required,salary_usd,equity_offered,expected_weekly_hours,hiring_urgency_score,benefit_stars,job_posted_date,automation_risk,visa_sponsorship,prosperity_score
8793,truck driver,Energy,india,2025,53.93,63.06,47.82,134965.81,144359.79,6.96,3.89,87.95,66.0,4,Medium,50.875,6.96,38.00600000000001,35.5938,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,740306.6153846155
8794,marketing specialist,Finance,singapore,2022,57.1,50.51,60.28,95939.47,96622.1,0.71,-15.99,93.62,0.53,5,Medium,58.69,0.71,41.13700000000001,0.30263,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,115026.30952380953
8795,truck driver,Healthcare,germany,2023,54.2,50.59,96.12,146867.31,165701.9,12.82,26.97,91.29,0.65,2,Medium,75.16,12.82,54.36200000000001,0.3523,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,263437.04292527825
8796,hr manager,Finance,india,2020,49.36,39.97,96.82,68419.15,50758.5,-25.81,11.51,90.43,99.98,3,Medium,73.09,25.81,56.533,49.350128000000005,24.6,5.7,15.5,24.5,17.2,54.3,year,Asia,,,,,,,,,,,,,,,,,,,206335.3658536585
8797,financial analyst,Education,japan,2024,14.79,16.16,36.8,46688.75,40408.02,-13.45,-3.61,86.16,86.79,4,Low,25.795,13.45,20.991,12.836241,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,79700.23668639052
8798,truck driver,Finance,uk,2023,48.72,44.8,64.73,54621.42,48340.89,-11.5,4.48,37.43,29.75,3,Medium,56.725,11.5,42.357,14.4942,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,78603.0731707317
8799,truck driver,Healthcare,brazil,2026,73.64,67.23,89.85,147965.53,145264.51,-1.83,-2.47,37.17,35.2,1,High,81.745,1.83,56.96,25.921280000000003,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,482606.3455149501
8800,financial analyst,Healthcare,india,2021,28.57,27.23,14.14,63578.19,58624.03,-7.79,17.38,28.71,10.84,4,Low,21.355,7.79,18.007,3.096988,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,232635.03968253967
8801,financial analyst,Education,uk,2022,34.36,36.33,25.33,80693.48,81260.55,0.7,11.07,57.87,40.99,5,Medium,29.845,0.7,21.553,14.084164,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,116586.15494978479
8802,marketing specialist,Finance,singapore,2020,48.98,58.47,25.38,143031.35,125269.05,-12.42,12.72,50.0,72.97,5,Medium,37.18,12.42,30.931999999999995,35.740706,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,154462.45376078915
8803,hr manager,Finance,australia,2025,47.44,38.21,30.58,37762.4,41646.25,10.28,4.34,70.52,52.46,5,Medium,39.01,10.28,31.234,24.887024,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,68384.64696223316
8804,mechanical engineer,Education,germany,2023,35.95,38.55,59.01,103702.2,119199.32,14.94,-1.25,17.32,72.62,2,Medium,47.48,14.94,36.565,26.106890000000003,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,189506.07313195552
8805,software engineer,Retail,germany,2023,51.15,51.48,26.33,92313.18,88868.89,-3.73,-1.55,47.92,67.32,4,Medium,38.74,3.73,29.478,34.43418,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,141285.99364069954
8806,customer support rep,Finance,brazil,2022,38.11,32.89,60.78,111545.46,117880.99,5.68,7.33,69.82,96.52,3,Medium,49.445,5.68,35.181999999999995,36.783772,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,355063.2228915662
8807,marketing specialist,Transportation,japan,2020,40.72,42.34,60.12,30376.79,21976.25,-27.65,9.43,58.58,80.05,4,Medium,50.42,27.65,42.619,32.59636,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,26382.05282112845
8808,data analyst,Transportation,canada,2022,57.56,68.54,55.75,71665.86,64034.27,-10.65,-7.84,39.14,39.29,5,Medium,56.655,10.65,42.944,22.615324,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,91216.90883190882
8809,data analyst,Retail,canada,2020,5.24,5.52,56.8,85435.31,80895.42,-5.31,5.52,75.23,99.38,1,Low,31.02,5.31,20.729,5.207512,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,119667.78106508877
8810,software engineer,Retail,usa,2026,41.82,45.56,43.89,110089.48,121620.56,10.47,9.91,74.02,74.9,4,Medium,42.855,10.47,33.036,31.32318,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,176774.06976744186
8811,mechanical engineer,Transportation,usa,2021,48.96,48.66,45.87,77041.31,82288.83,6.81,7.91,93.74,58.06,2,Medium,47.415,6.81,35.388,28.426176,71.9,41.1,57.2,70.2,69.4,102.6,year,North America,,,,,,,,,,,,,,,,,,,114448.9986091794
8812,data analyst,Technology,singapore,2022,6.59,7.59,74.77,60169.33,59391.98,-1.29,19.01,89.88,24.76,1,Low,40.68,1.29,25.454,1.631684,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,70704.7380952381
8813,truck driver,Energy,uk,2024,81.06,87.93,1.44,97600.15,90036.05,-7.75,9.86,57.87,30.41,4,High,41.25,7.75,35.181000000000004,24.650346,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,141343.8775510204
8814,financial analyst,Healthcare,uk,2025,58.74,59.68,62.15,38704.78,39320.43,1.59,-6.06,26.31,49.87,5,Medium,60.445,1.59,42.618,29.293638,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,66419.64527027027
8815,financial analyst,Education,canada,2021,58.3,65.53,14.3,119025.46,135912.38,14.19,-5.85,23.08,51.52,4,Medium,36.3,14.19,31.867,30.03616,70.1,32.5,52.1,68.5,64.0,82.8,year,North America,,,,,,,,,,,,,,,,,,,193883.56633380885
8816,customer support rep,Retail,canada,2024,83.63,70.46,82.77,84332.21,88316.13,4.72,-4.21,31.16,13.56,4,High,83.19999999999999,4.72,59.699,11.340228,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,129117.14912280702
8817,marketing specialist,Healthcare,australia,2020,53.97,45.5,46.52,106314.52,126831.27,19.3,4.96,82.13,87.22,5,Medium,50.245000000000005,19.3,41.334,47.072634,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,172559.55102040817
8818,truck driver,Manufacturing,singapore,2023,64.19,58.46,50.97,76522.63,77768.33,1.63,-10.35,12.04,60.56,3,High,57.58,1.63,41.456,38.873464,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,90533.56228172293
8819,hr manager,Energy,australia,2024,67.51,81.0,92.17,40777.91,40151.21,-1.54,3.56,60.25,4.59,4,High,79.84,1.54,55.117,3.098709,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,55152.760989010996
8820,financial analyst,Manufacturing,japan,2020,75.59,62.34,39.13,137276.38,136586.54,-0.5,11.49,53.96,63.62,1,High,57.36,0.5,42.12500000000001,48.090358,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,163969.43577430974
8821,mechanical engineer,Manufacturing,uk,2022,38.53,35.83,73.94,101443.0,91849.48,-9.46,4.57,16.2,51.08,5,Medium,56.235,9.46,40.432,19.681124,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,131778.30703012913
8822,software engineer,Transportation,japan,2023,43.36,46.09,89.49,127946.98,132350.32,3.44,0.8,70.87,82.8,1,Medium,66.425,3.44,45.223,35.90208,64.6,20.8,43.6,66.5,37.9,100.4,year,Asia,,,,,,,,,,,,,,,,,,,204876.65634674928
8823,financial analyst,Education,germany,2025,69.03,64.77,26.33,96316.08,86759.35,-9.92,-8.29,16.22,99.14,4,High,47.68,9.92,38.487,68.43634200000001,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,148560.5308219178
8824,software engineer,Finance,japan,2022,21.65,24.08,99.32,146295.12,155470.34,6.27,26.72,37.83,86.15,2,Low,60.485,6.27,40.337,18.651475,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,201909.53246753247
8825,software engineer,Retail,usa,2021,23.66,19.94,29.41,67811.68,62353.08,-8.05,10.32,38.52,7.66,3,Low,26.535,8.05,20.702,1.812356,71.9,41.1,57.2,70.2,69.4,102.6,year,North America,,,,,,,,,,,,,,,,,,,86721.9471488178
8826,teacher,Technology,usa,2022,69.39,75.63,43.75,81601.83,78451.74,-3.86,-6.15,91.61,13.87,1,High,56.57,3.86,42.039,9.624393,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,111914.03708987164
8827,customer support rep,Finance,singapore,2025,78.55,64.32,31.17,131632.51,155294.93,17.98,0.12,19.32,68.34,4,High,54.86,17.98,46.165,53.68107,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,196327.34513274336
8828,truck driver,Energy,australia,2021,82.33,92.38,43.89,138496.94,156090.86,12.7,8.0,29.21,21.02,4,High,63.11,12.7,49.909000000000006,17.305766,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,185601.49821640903
8829,software engineer,Energy,india,2021,52.81,55.9,67.63,58388.43,49709.83,-14.86,-1.17,16.13,20.39,4,Medium,60.22,14.86,45.871,10.767959,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,197261.23015873018
8830,marketing specialist,Energy,india,2023,79.66,71.19,15.93,113625.22,130279.88,14.66,11.09,68.83,22.3,4,High,47.795,14.66,41.041,17.76418,22.4,5.5,14.3,23.3,15.7,64.6,year,Asia,,,,,,,,,,,,,,,,,,,581606.6071428573
8831,customer support rep,Education,usa,2023,60.06,52.29,25.35,148430.12,161452.18,8.77,12.09,12.71,38.21,3,High,42.705,8.77,34.26,22.948926,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,223000.2486187845
8832,accountant,Energy,uk,2024,48.87,42.02,84.85,46752.03,50513.17,8.04,25.65,86.44,31.18,5,Medium,66.86,8.04,47.415,15.237666,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,79298.54003139716
8833,software engineer,Retail,germany,2024,19.89,22.64,22.14,119524.97,122597.01,2.57,2.89,85.52,78.75,5,Low,21.015,2.57,15.369,15.663375,62.7,26.3,45.4,57.6,52.5,101.0,year,Europe,,,,,,,,,,,,,,,,,,,195529.52153110044
8834,data analyst,Energy,singapore,2023,34.4,27.99,13.25,84792.61,81657.15,-3.7,-0.79,77.44,4.8,4,Medium,23.825,3.7,18.845,1.6511999999999998,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,95060.71012805587
8835,accountant,Healthcare,japan,2020,78.85,71.72,32.02,59746.19,58203.2,-2.58,5.55,18.42,9.88,2,High,55.435,2.58,41.92,7.79038,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,69871.7887154862
8836,mechanical engineer,Retail,germany,2020,56.52,52.66,43.75,143996.8,126444.68,-12.19,2.87,23.02,41.01,4,Medium,50.135000000000005,12.19,39.39,23.178852000000003,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,193636.56967840734
8837,customer support rep,Finance,australia,2024,71.88,64.48,87.6,73493.75,73396.96,-0.13,12.52,75.41,84.9,3,High,79.74,0.13,55.071,61.02612,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,100820.00000000001
8838,teacher,Retail,japan,2021,47.08,53.68,37.8,73608.49,68803.33,-6.53,12.42,74.53,7.71,3,Medium,42.44,6.53,32.131,3.629868,87.8,28.0,59.2,90.5,49.7,76.5,year,Asia,,,,,,,,,,,,,,,,,,,78363.70159453303
8839,teacher,Technology,canada,2023,54.49,64.13,45.65,79915.8,94028.25,17.66,8.26,42.3,0.01,4,Medium,50.07,17.66,40.789,0.005449,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,142251.51285930412
8840,financial analyst,Healthcare,usa,2025,45.15,43.69,53.27,115837.47,116351.75,0.44,-13.28,32.8,45.93,2,Medium,49.21,0.44,34.172999999999995,20.737395000000003,64.9,40.9,54.3,71.7,69.3,146.2,year,North America,,,,,,,,,,,,,,,,,,,179278.50539291216
8841,teacher,Technology,singapore,2025,34.12,32.33,57.94,112753.32,128549.86,14.01,-8.23,21.02,57.15,1,Medium,46.03,14.01,35.233,19.49958,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,162515.62579013908
8842,mechanical engineer,Education,usa,2025,57.49,49.61,91.22,120895.97,105709.92,-12.56,6.28,87.9,6.86,2,Medium,74.355,12.56,54.13,3.9438140000000006,64.9,40.9,54.3,71.7,69.3,146.2,year,North America,,,,,,,,,,,,,,,,,,,162881.23266563943
8843,teacher,Finance,germany,2022,18.06,19.49,25.39,85118.15,66769.09,-21.56,25.08,17.55,73.75,1,Low,21.725,21.56,21.309,13.31925,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,101782.14939024391
8844,marketing specialist,Energy,germany,2020,26.8,29.36,86.53,94364.86,83965.23,-11.02,0.08,67.15,27.69,2,Low,56.665,11.02,39.985,7.420920000000001,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,128583.81316998469
8845,accountant,Technology,singapore,2023,69.2,70.88,37.81,137169.38,142804.03,4.11,9.21,75.55,61.42,4,High,53.505,4.11,40.256,42.50264,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,166244.50523864958
8846,teacher,Transportation,australia,2022,35.68,34.57,64.71,50744.56,52844.16,4.14,-0.69,19.7,37.22,1,Medium,50.19499999999999,4.14,34.92699999999999,13.280096,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,68010.50193050194
8847,mechanical engineer,Manufacturing,uk,2022,14.42,14.03,60.39,105421.15,113051.42,7.24,5.31,57.8,85.92,2,Low,37.405,7.24,26.057,12.389664,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,162197.15925394546
8848,data analyst,Transportation,canada,2021,69.51,62.0,26.55,92624.34,95038.85,2.61,-7.91,71.6,6.04,3,High,48.03,2.61,36.55200000000001,4.198404,70.1,32.5,52.1,68.5,64.0,82.8,year,North America,,,,,,,,,,,,,,,,,,,135576.10556348076
8849,customer support rep,Healthcare,brazil,2025,72.7,62.8,29.93,118657.18,120050.11,1.17,-7.46,63.03,16.44,4,High,51.315,1.17,38.41,11.95188,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,468945.74218749994
8850,data analyst,Energy,brazil,2025,19.23,20.05,46.12,109197.76,111462.54,2.07,-0.34,79.36,44.93,1,Low,32.675,2.07,22.149,8.640039,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,435400.54687499994
8851,mechanical engineer,Finance,germany,2024,37.57,39.03,55.15,88820.48,84974.39,-4.33,9.23,71.31,74.13,1,Medium,46.36,4.33,32.872,27.850641,62.7,26.3,45.4,57.6,52.5,101.0,year,Europe,,,,,,,,,,,,,,,,,,,135525.34290271133
8852,mechanical engineer,Energy,germany,2021,73.09,86.1,50.79,82036.8,96387.57,17.49,5.29,11.55,17.41,1,High,61.94,17.49,49.72,12.724969000000002,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,136526.30311614732
8853,customer support rep,Transportation,japan,2026,88.54,77.75,22.85,142735.72,127874.35,-10.41,-5.22,93.13,37.51,5,High,55.69500000000001,10.41,45.394,33.211354,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,269209.15789473685
8854,financial analyst,Transportation,canada,2022,44.58,45.65,86.83,39308.57,41517.59,5.62,-10.45,49.12,27.83,3,Medium,65.705,5.62,45.567,12.406614,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,59141.86609686609
8855,mechanical engineer,Healthcare,singapore,2020,38.67,45.89,2.1,47636.94,47890.66,0.53,2.26,11.16,45.4,3,Medium,20.385,0.53,16.257,17.556179999999998,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,59051.368680641186
8856,data analyst,Technology,japan,2020,60.14,50.45,36.52,75359.75,85604.17,13.59,-3.23,10.4,78.0,3,High,48.33,13.59,39.089,46.9092,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,102766.11044417766
8857,mechanical engineer,Energy,usa,2022,68.73,66.85,88.72,75724.68,69000.08,-8.88,20.55,13.41,8.34,2,High,78.725,8.88,56.772000000000006,5.732082,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,98430.92724679032
8858,marketing specialist,Education,usa,2024,40.94,48.97,17.76,137469.83,135204.12,-1.65,12.65,51.56,50.28,4,Medium,29.35,1.65,22.199,20.584632000000003,72.9,44.7,59.5,74.2,68.4,120.9,year,North America,,,,,,,,,,,,,,,,,,,185465.18518518517
8859,financial analyst,Energy,canada,2022,63.93,54.31,32.86,50484.28,48525.45,-3.88,20.95,74.31,88.99,1,High,48.395,3.88,36.594,56.891307,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,69124.57264957264
8860,accountant,Manufacturing,australia,2025,33.78,30.09,65.02,149703.1,162431.77,8.5,11.6,66.69,36.82,5,Medium,49.4,8.5,35.568,12.437796,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,266718.8341543514
8861,marketing specialist,Transportation,uk,2022,55.83,47.53,48.88,98766.99,100421.67,1.68,-0.59,81.68,53.64,5,Medium,52.355,1.68,37.5,29.947212,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,144077.00143472024
8862,teacher,Healthcare,singapore,2021,16.7,14.91,31.36,109535.93,110446.37,0.83,-2.28,19.8,39.51,3,Low,24.03,0.83,16.337,6.598169999999999,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,129026.1331775701
8863,teacher,Technology,usa,2023,39.79,39.02,71.09,39743.57,42975.67,8.13,-8.35,94.92,62.08,2,Medium,55.44,8.13,39.682,24.701632,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,59358.66022099447
8864,mechanical engineer,Education,india,2022,71.84,85.29,88.39,146664.83,151947.67,3.6,7.58,54.23,34.54,1,High,80.11500000000001,3.6,56.333,24.813536,24.4,5.3,15.5,26.4,17.6,49.7,year,Asia,,,,,,,,,,,,,,,,,,,622736.3524590165
8865,truck driver,Energy,australia,2020,94.98,79.7,95.82,81704.92,93041.42,13.87,2.41,14.03,97.41,5,High,95.4,13.87,70.899,92.520018,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,126586.96598639456
8866,customer support rep,Energy,brazil,2022,71.97,58.96,0.46,101280.19,101500.79,0.22,9.32,41.85,93.89,5,High,36.215,0.22,28.992,67.572633,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,305725.27108433726
8867,mechanical engineer,Manufacturing,india,2026,78.88,87.85,71.79,30247.64,31757.73,4.99,2.81,43.13,33.46,2,High,75.33500000000001,4.99,54.586,26.393248,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,168030.31746031748
8868,truck driver,Manufacturing,canada,2026,62.6,61.3,85.88,39803.53,44919.3,12.85,15.35,89.21,41.58,3,High,74.24,12.85,54.659,26.02908,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,71300.4761904762
8869,mechanical engineer,Technology,india,2024,30.65,32.2,72.49,50517.51,48046.75,-4.89,-2.07,32.31,75.07,4,Medium,51.56999999999999,4.89,35.474,23.008955,22.2,6.2,14.6,23.5,15.6,60.7,year,Asia,,,,,,,,,,,,,,,,,,,216426.80180180183
8870,teacher,Healthcare,india,2021,47.15,48.05,1.47,149310.9,146123.7,-2.13,17.5,16.02,69.43,3,Medium,24.31,2.13,19.94,32.736245000000004,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,579855.9523809524
8871,teacher,Finance,singapore,2022,47.45,50.82,67.76,48568.12,56715.2,16.77,5.02,19.33,77.71,4,Medium,57.605,16.77,44.339,36.873395,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,67518.09523809524
8872,data analyst,Education,uk,2025,45.33,54.12,14.09,105513.27,97119.45,-7.96,1.58,96.74,7.19,4,Medium,29.71,7.96,24.747,3.259227,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,164053.12499999997
8873,mechanical engineer,Manufacturing,uk,2026,78.26,72.11,86.03,96517.41,95097.01,-1.47,13.27,86.48,23.84,2,High,82.14500000000001,1.47,57.554,18.657184,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,140261.0766961652
8874,accountant,Retail,japan,2020,42.67,48.58,11.84,117436.12,124323.05,5.86,-23.01,62.11,27.57,5,Medium,27.255000000000003,5.86,22.378,11.764119,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,149247.35894357742
8875,data analyst,Technology,india,2022,6.75,5.45,43.09,62264.49,71002.55,14.03,13.64,55.34,61.9,5,Low,24.92,14.03,19.836,4.17825,24.4,5.3,15.5,26.4,17.6,49.7,year,Asia,,,,,,,,,,,,,,,,,,,290994.0573770492
8876,data analyst,Healthcare,japan,2020,39.25,31.47,84.17,37147.5,33711.95,-9.25,2.87,69.61,32.56,5,Medium,61.71,9.25,43.726,12.7798,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,40470.52821128451
8877,financial analyst,Retail,usa,2026,14.98,12.26,23.71,110071.77,102751.59,-6.65,8.91,22.52,59.32,5,Low,19.345,6.65,15.1,8.886136,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,149348.24127906977
8878,marketing specialist,Retail,germany,2023,77.01,78.64,71.17,99049.92,101526.78,2.5,-7.41,81.56,94.95,3,High,74.09,2.5,52.905,73.12099500000001,62.9,26.1,45.3,50.9,56.2,107.6,year,Europe,,,,,,,,,,,,,,,,,,,161409.8251192369
8879,financial analyst,Finance,uk,2023,58.56,54.71,49.43,121344.07,125984.01,3.82,5.93,80.67,0.73,5,Medium,53.995000000000005,3.82,39.399,0.427488,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,204852.0487804878
8880,data analyst,Energy,germany,2020,15.75,15.4,70.63,96629.61,98274.4,1.7,1.98,85.48,20.58,1,Low,43.19,1.7,27.999,3.24135,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,150496.7840735069
8881,financial analyst,Technology,australia,2024,14.72,16.43,64.04,126420.48,102784.06,-18.7,22.42,96.68,78.0,5,Low,39.38,18.7,30.71,11.4816,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,141186.8956043956
8882,marketing specialist,Technology,australia,2026,38.83,45.16,99.35,66988.38,63435.89,-5.3,0.53,42.09,56.26,5,Medium,69.09,5.3,46.92699999999999,21.845758,67.9,33.7,52.7,76.5,65.6,137.3,year,Oceania,,,,,,,,,,,,,,,,,,,93425.46391752578
8883,software engineer,Finance,canada,2020,50.4,58.52,15.85,99394.02,82456.68,-17.04,27.44,72.51,51.34,2,Medium,33.125,17.04,30.027,25.87536,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,121977.33727810651
8884,customer support rep,Retail,usa,2022,63.51,73.76,86.03,99280.08,111122.13,11.93,9.76,14.95,89.68,1,High,74.77,11.93,54.792,56.955768,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,158519.44365192586
8885,financial analyst,Finance,usa,2022,58.54,62.89,11.01,115543.59,121287.56,4.97,-2.48,85.14,17.95,4,Medium,34.775,4.97,28.21,10.507929999999998,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,173020.77032810272
8886,customer support rep,Education,brazil,2025,82.63,81.99,95.79,46717.07,43631.78,-6.6,-16.28,56.06,82.52,4,High,89.21000000000001,6.6,63.769,68.18627599999999,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,170436.640625
8887,marketing specialist,Technology,uk,2020,15.32,15.63,43.06,70833.64,74871.21,5.7,2.99,34.13,45.46,2,Low,29.19,5.7,20.756,6.964472000000001,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,111249.94056463597
8888,data analyst,Finance,singapore,2025,34.5,37.53,51.9,104547.93,120764.09,15.51,-2.18,51.93,22.27,4,Medium,43.2,15.51,34.023,7.683149999999999,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,152672.6801517067
8889,marketing specialist,Retail,singapore,2020,67.19,74.32,62.75,92633.67,96263.34,3.92,1.9,18.75,38.32,2,High,64.97,3.92,46.877,25.747208,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,118697.09001233046
8890,data analyst,Healthcare,canada,2023,59.68,61.96,43.86,124963.3,124302.79,-0.53,-1.42,35.87,66.68,4,Medium,51.77,0.53,37.189,39.794624000000006,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,188052.6323751891
8891,teacher,Retail,uk,2024,44.6,44.58,35.5,55280.77,52457.17,-5.11,-7.95,71.37,33.71,1,Medium,40.05,5.11,30.023000000000003,15.03466,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,82350.3453689168
